,PC1,PC2,labels,Player,Rk_x,Pos_x,Age_x,Tm_x,G_x,MP_x,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Tm_y,G_y,Rk_y,Pos_y,Age_y,GS,MP_y,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
876,0.4902632531888503,-0.7220903871783481,0,Noah Vonleh,491.0,PF,23.0,NYK,68.0,1722.0,13.9,0.561,0.311,0.355,6.7,25.8,16.0,11.1,1.3,2.5,14.7,14.8,,1.5,1.7,3.2,0.09,,-1.2,0.5,-0.7,0.6,DEN,4,475,PF,24,0,17,6.4,6.4,1.0,2.1,2.1,1.0,4.2,4.2,1.0,2.1,4.2,0.5,6.4,8.5,14.8,2.1,0.0,0.0,4.2,4.2,16.9
877,0.4902632531888503,-0.7220903871783481,0,Noah Vonleh,491.0,PF,23.0,NYK,68.0,1722.0,13.9,0.561,0.311,0.355,6.7,25.8,16.0,11.1,1.3,2.5,14.7,14.8,,1.5,1.7,3.2,0.09,,-1.2,0.5,-0.7,0.6,MIN,29,475,C,24,1,347,4.9,8.9,0.547,0.2,1.5,0.14300000000000002,4.7,7.5,0.625,2.4,2.9,0.821,3.5,8.5,12.0,2.7,1.1,0.6,2.0,3.7,12.3
878,0.4902632531888503,-0.7220903871783481,0,Noah Vonleh,491.0,PF,23.0,NYK,68.0,1722.0,13.9,0.561,0.311,0.355,6.7,25.8,16.0,11.1,1.3,2.5,14.7,14.8,,1.5,1.7,3.2,0.09,,-1.2,0.5,-0.7,0.6,TOT,33,475,C-PF,24,1,364,4.9,8.8,0.562,0.3,1.5,0.2,4.6,7.3,0.635,2.4,3.0,0.8,3.7,8.5,12.2,2.7,1.1,0.6,2.1,3.8,12.6
879,-1.0560007801549411,-0.689822653446106,0,Norman Powell,411.0,SG,25.0,TOR,60.0,1126.0,13.3,0.596,0.425,0.188,1.6,11.5,6.7,11.6,1.7,1.0,13.1,19.0,,1.0,1.4,2.4,0.102,,-0.9,0.2,-0.7,0.4,TOR,44,403,SG,26,23,1269,7.3,14.6,0.502,2.7,6.7,0.39799999999999996,4.7,7.9,0.589,3.1,3.7,0.838,0.7,3.9,4.6,2.2,1.6,0.5,1.8,2.6,20.5
880,5.161788853446309,-0.5263933340166496,5,Norvel Pelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI,20,390,C,26,0,178,3.6,7.1,0.514,0.0,0.0,0,3.6,7.1,0.514,1.2,2.4,0.5,3.2,8.9,12.1,1.4,0.2,5.1,2.6,7.9,8.5
881,0.29989329860515884,-1.1673318379224447,0,OG Anunoby,21.0,SF,21.0,TOR,67.0,1352.0,9.8,0.544,0.5,0.153,4.8,10.8,7.9,4.7,1.6,1.3,11.3,15.5,,0.3,1.7,2.0,0.07,,-2.4,0.1,-2.4,-0.1,TOR,63,16,SF,22,62,1897,5.1,10.0,0.507,1.6,4.1,0.381,3.5,5.9,0.593,1.1,1.6,0.686,1.4,5.1,6.5,1.9,1.7,0.8,1.4,2.9,12.8
882,-0.16145960334664453,-0.7843631171235614,0,Omari Spellman,460.0,PF,21.0,ATL,46.0,805.0,12.4,0.516,0.525,0.184,9.2,16.3,12.7,8.0,1.5,2.7,10.5,14.9,,0.6,0.5,1.2,0.07,,-0.5,-0.7,-1.2,0.2,GSW,49,447,PF,22,3,886,5.2,12.0,0.431,1.7,4.5,0.391,3.4,7.5,0.45399999999999996,3.0,3.7,0.793,3.1,5.8,8.9,1.9,1.3,1.0,2.2,2.6,15.0
883,-0.2325515134141559,0.7950825696215498,6,Oshae Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOR,19,63,SF,21,0,135,3.5,9.6,0.361,0.8,4.0,0.2,2.7,5.6,0.47600000000000003,2.1,2.7,0.8,2.4,4.5,6.9,1.9,1.1,0.3,1.9,4.8,9.9
884,0.07920370834095722,0.6315851099870128,6,Otto Porter,408.0,SF,25.0,TOT,56.0,1683.0,15.9,0.569,0.39799999999999996,0.149,3.4,17.0,10.1,10.6,2.3,1.6,8.7,19.1,,1.8,1.5,3.2,0.09300000000000001,,0.8,0.1,0.9,1.2,CHI,14,399,SF,26,9,331,6.7,15.2,0.443,2.6,6.7,0.387,4.1,8.5,0.48700000000000004,2.1,2.9,0.704,1.4,3.8,5.2,2.7,1.6,0.7,1.2,3.4,18.2
885,0.07920370834095722,0.6315851099870128,6,Otto Porter,408.0,SF,25.0,WAS,41.0,1191.0,15.0,0.551,0.39799999999999996,0.145,3.6,17.7,10.5,9.6,2.5,1.6,7.8,18.2,,1.0,1.1,2.1,0.085,,0.0,0.3,0.3,0.7,CHI,14,399,SF,26,9,331,6.7,15.2,0.443,2.6,6.7,0.387,4.1,8.5,0.48700000000000004,2.1,2.9,0.704,1.4,3.8,5.2,2.7,1.6,0.7,1.2,3.4,18.2
886,0.07920370834095722,0.6315851099870128,6,Otto Porter,408.0,SF,25.0,CHI,15.0,492.0,18.0,0.609,0.39799999999999996,0.159,3.1,15.4,9.2,13.0,1.8,1.6,10.4,21.3,,0.8,0.4,1.1,0.11199999999999999,,2.6,-0.4,2.2,0.5,CHI,14,399,SF,26,9,331,6.7,15.2,0.443,2.6,6.7,0.387,4.1,8.5,0.48700000000000004,2.1,2.9,0.704,1.4,3.8,5.2,2.7,1.6,0.7,1.2,3.4,18.2
887,-0.8195481555086994,-1.3643833062397652,0,P.J. Tucker,483.0,PF,33.0,HOU,82.0,2802.0,9.2,0.547,0.74,0.113,4.7,14.4,9.5,4.6,2.3,1.2,10.3,9.5,,2.0,3.0,5.0,0.086,,-1.6,1.0,-0.6,1.0,HOU,64,465,PF,34,64,2203,2.6,6.1,0.433,1.6,4.2,0.37,1.1,1.9,0.573,0.6,0.7,0.841,1.7,5.5,7.2,1.7,1.1,0.5,1.1,3.4,7.5
888,0.5223890954800163,-0.7306397059538855,0,P.J. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHO,58,487,PF,21,57,1759,5.5,12.1,0.455,1.8,4.7,0.374,3.7,7.3,0.507,1.8,2.8,0.647,1.2,5.3,6.5,2.5,1.0,0.9,1.9,3.2,14.5
889,0.49881326895050226,0.9603094013444072,6,PJ Dozier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEN,21,133,PG,23,0,234,5.5,14.0,0.396,1.1,4.3,0.25,4.5,9.7,0.46,1.1,1.7,0.636,0.8,3.8,4.6,4.5,1.1,0.8,1.7,4.2,13.2
890,-0.5068512555553288,-0.9120570190166382,0,Pascal Siakam,446.0,PF,24.0,TOR,80.0,2548.0,18.7,0.628,0.226,0.32,5.4,17.5,11.6,14.6,1.4,1.7,12.5,20.8,,5.7,3.6,9.3,0.175,,1.6,0.8,2.4,2.8,TOR,53,437,PF,25,53,1882,8.8,19.1,0.459,2.2,6.1,0.359,6.6,13.0,0.506,4.2,5.3,0.8,1.1,6.5,7.6,3.7,1.0,0.9,2.5,2.9,24.0
891,0.16887915514609075,-1.44243536126046,0,Pat Connaughton,113.0,SG,26.0,MIL,61.0,1261.0,13.6,0.573,0.5710000000000001,0.114,5.2,15.0,10.4,12.6,1.2,1.7,8.2,13.3,,2.0,1.9,3.9,0.149,,0.3,0.8,1.2,1.0,MIL,61,107,SG,27,1,1119,3.8,8.4,0.456,1.4,4.4,0.321,2.4,4.0,0.605,0.9,1.2,0.75,1.8,6.5,8.3,3.1,0.6,1.0,1.5,1.9,9.9
892,0.17612421912228446,-0.43982355253322303,6,Patrick Beverley,49.0,PG,30.0,LAC,78.0,2137.0,11.8,0.561,0.591,0.258,3.9,15.0,9.6,18.4,1.5,1.6,13.8,12.2,,2.8,2.0,4.8,0.10800000000000001,,-0.3,1.2,0.9,1.5,LAC,48,41,PG,31,48,1299,3.9,9.0,0.428,2.1,5.5,0.379,1.8,3.5,0.504,0.7,1.1,0.659,1.6,5.6,7.2,5.0,1.5,0.7,1.8,4.2,10.5
893,-0.5696829851218252,0.45935430157855606,6,Patrick McCaw,333.0,SG,23.0,TOT,29.0,397.0,7.5,0.532,0.444,0.23800000000000002,2.0,10.9,6.5,9.2,2.8,0.4,19.6,9.4,,0.0,0.5,0.5,0.065,,-4.8,1.9,-3.0,-0.1,TOR,37,315,SF,24,12,908,2.7,6.4,0.414,0.9,2.8,0.324,1.7,3.6,0.484,0.5,0.7,0.722,0.8,2.7,3.4,3.1,1.5,0.2,1.1,2.4,6.7
894,-0.5696829851218252,0.45935430157855606,6,Patrick McCaw,333.0,SG,23.0,TOR,26.0,344.0,8.7,0.569,0.444,0.278,2.3,11.6,7.1,9.8,2.9,0.5,18.8,9.3,,0.2,0.5,0.7,0.096,,-4.4,2.7,-1.7,0.0,TOR,37,315,SF,24,12,908,2.7,6.4,0.414,0.9,2.8,0.324,1.7,3.6,0.484,0.5,0.7,0.722,0.8,2.7,3.4,3.1,1.5,0.2,1.1,2.4,6.7
895,-0.6972954609187291,-0.506761621252492,0,Patrick Patterson,397.0,PF,29.0,OKC,63.0,861.0,8.1,0.493,0.626,0.13699999999999998,4.9,13.0,8.8,4.6,0.9,1.3,8.7,12.0,,0.2,0.9,1.1,0.064,,-2.0,-0.4,-2.5,-0.1,LAC,51,385,PF,30,18,607,4.5,11.1,0.404,3.3,8.4,0.387,1.2,2.7,0.457,1.6,2.0,0.794,1.8,5.4,7.2,1.8,0.4,0.2,1.1,2.4,13.9
896,-1.8048159680798004,-0.7258397044467961,7,Patty Mills,350.0,PG,30.0,SAS,82.0,1908.0,13.2,0.5720000000000001,0.609,0.155,1.4,8.9,5.2,17.6,1.3,0.4,11.6,18.5,,2.2,1.2,3.5,0.087,,0.4,-0.8,-0.3,0.8,SAS,63,333,PG,31,1,1430,6.2,14.5,0.429,3.7,9.8,0.38,2.5,4.7,0.529,2.3,2.7,0.861,0.5,2.0,2.5,2.8,1.3,0.2,1.3,2.5,18.5
897,-1.4634870221397358,-0.5006422462236766,7,Paul George,183.0,SF,28.0,OKC,77.0,2841.0,23.3,0.583,0.469,0.335,3.7,19.6,11.4,17.7,2.8,1.0,10.0,29.5,,7.0,4.9,11.9,0.201,,5.6,1.6,7.2,6.6,LAC,42,167,SF,29,42,1222,8.6,19.9,0.432,3.9,9.8,0.39899999999999997,4.7,10.0,0.46299999999999997,4.9,5.5,0.882,0.6,6.5,7.1,4.8,1.6,0.6,3.3,3.0,25.9
898,-0.5469465014821584,-0.976517171275916,0,Paul Millsap,351.0,PF,33.0,DEN,70.0,1895.0,17.9,0.57,0.239,0.374,8.7,20.2,14.4,10.6,2.2,2.5,10.9,19.6,,3.2,2.9,6.1,0.155,,0.7,1.0,1.7,1.8,DEN,44,334,PF,34,41,1075,6.3,13.0,0.486,1.6,3.7,0.44,4.7,9.3,0.504,3.5,4.2,0.833,2.9,5.8,8.7,2.3,1.3,0.9,2.0,4.3,17.7
